Date ,Time,Time_of_day,Weather,Week,Sample,Mesoccosm,Stage,Probe,Temp,pH,Turb,DO_mgL,DO_perc
25/09/2020,11:19,Morning,Overcast,1,1,T1,Establishment,Horiba,11.32,7.14,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T2,Establishment,Horiba,11.17,7.31,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T3,Establishment,Horiba,10.88,7.14,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T4,Establishment,Horiba,10.91,7.48,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T5,Establishment,Horiba,10.94,7.54,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T6,Establishment,Horiba,10.99,7.33,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T7,Establishment,Horiba,11.18,7.42,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T8,Establishment,Horiba,11.24,7.44,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T9,Establishment,Horiba,11.27,7.58,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T10,Establishment,Horiba,11.22,7.69,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T11,Establishment,Horiba,11.08,7.6,0,NA,NA
25/09/2020,11:19,Morning,Overcast,1,1,T12,Establishment,Horiba,10.92,7.68,0,NA,NA
1/10/2020,18:00,Sunset,Fine,2,1,T1,Establishment,Hach,,,,9.17,95.5
1/10/2020,18:00,Sunset,Fine,2,2,T1,Establishment,Hach,,,,8.96,92.3
2/10/2020,6:00,Sunrise,Fine,2,1,T1,Establishment,Hach,,,,8.61,84.5
2/10/2020,6:00,Sunrise,Fine,2,2,T1,Establishment,Hach,,,,8.57,82.8
2/10/2020,10:31,Morning,Sunny/windy,2,1,T1,Establishment,Horiba,14.98,7.61,0,11.47,118
2/10/2020,10:31,Morning,Sunny/windy,2,2,T1,Establishment,Horiba,14.81,7.79,0,,
2/10/2020,10:31,Morning,Sunny/windy,2,3,T1,Establishment,Horiba,15.32,7.74,0,,
1/10/2020,18:00,Sunset,Fine,2,1,T2,Establishment,Hach,,,,8.71,90
1/10/2020,18:00,Sunset,Fine,2,1,T2,Establishment,Hach,,,,8.68,89.6
2/10/2020,6:00,Sunrise,Fine,2,1,T2,Establishment,Hach,,,,8.26,80.4
2/10/2020,6:00,Sunrise,Fine,2,2,T2,Establishment,Hach,,,,8.28,80.1
2/10/2020,10:31,Morning,Sunny/windy,2,1,T2,Establishment,Horiba,15.32,7.7,0,13.14,135.6
2/10/2020,10:31,Morning,Sunny/windy,2,2,T2,Establishment,Horiba,15.31,7.95,18.7,,
2/10/2020,10:31,Morning,Sunny/windy,2,3,T2,Establishment,Horiba,15.31,7.89,6.3,,
1/10/2020,18:00,Sunset,Fine,2,1,T3,Establishment,Hach,,,,9.24,96.7
1/10/2020,18:00,Sunset,Fine,2,2,T3,Establishment,Hach,,,,9.24,96.6
2/10/2020,6:00,Sunrise,Fine,2,1,T3,Establishment,Hach,,,,8.7,85.4
2/10/2020,6:00,Sunrise,Fine,2,2,T3,Establishment,Hach,,,,8.62,84.3
2/10/2020,10:31,Morning,Sunny/windy,2,1,T3,Establishment,Horiba,16.46,7.73,0,14.69,154.7
2/10/2020,10:31,Morning,Sunny/windy,2,2,T3,Establishment,Horiba,16.2,7.68,8.4,12.84,136.5
2/10/2020,10:31,Morning,Sunny/windy,2,3,T3,Establishment,Horiba,16.5,7.72,7,,
1/10/2020,18:00,Sunset,Fine,2,1,T4,Establishment,Hach,,,,8.91,94.7
1/10/2020,18:00,Sunset,Fine,2,1,T4,Establishment,Hach,,,,8.69,92.3
2/10/2020,6:06,Sunrise,Fine,2,1,T4,Establishment,Hach,,,,8.4,83
2/10/2020,6:06,Sunrise,Fine,2,2,T4,Establishment,Hach,,,,8.4,82.7
2/10/2020,10:43,Morning,Sunny/windy,2,1,T4,Establishment,Horiba,17.44,8.04,0,10.33,111.3
2/10/2020,10:43,Morning,Sunny/windy,2,2,T4,Establishment,Horiba,17.43,8.31,0,12.81,138.2
2/10/2020,10:43,Morning,Sunny/windy,2,3,T4,Establishment,Horiba,17.44,8.48,0,11.81,127.1
1/10/2020,18:00,Sunset,Fine,2,1,T5,Establishment,Hach,,,,9.28,99.6
1/10/2020,18:00,Sunset,Fine,2,1,T5,Establishment,Hach,,,,9.26,99.7
2/10/2020,6:06,Sunrise,Fine,2,1,T5,Establishment,Hach,,,,8.64,86
2/10/2020,6:06,Sunrise,Fine,2,2,T5,Establishment,Hach,,,,8.56,84.9
2/10/2020,10:43,Morning,Sunny/windy,2,1,T5,Establishment,Horiba,17.79,8.08,,11.89,129
2/10/2020,10:43,Morning,Sunny/windy,2,2,T5,Establishment,Horiba,17.83,8.3,,12.15,131.9
2/10/2020,10:43,Morning,Sunny/windy,2,3,T5,Establishment,Horiba,18.01,8.35,,12.26,133.8
1/10/2020,18:00,Sunset,Fine,2,1,T6,Establishment,Hach,,,,8.97,96.2
1/10/2020,18:00,Sunset,Fine,2,1,T6,Establishment,Hach,,,,8.89,94.8
2/10/2020,6:06,Sunrise,Fine,2,1,T6,Establishment,Hach,,,,8.39,83.9
2/10/2020,6:06,Sunrise,Fine,2,2,T6,Establishment,Hach,,,,8.35,83.1
2/10/2020,10:43,Morning,Sunny/windy,2,1,T6,Establishment,Horiba,17.38,7.95,3.4,13.31,142.9
2/10/2020,10:43,Morning,Sunny/windy,2,2,T6,Establishment,Horiba,17.64,8.22,0,11.27,121.6
2/10/2020,10:43,Morning,Sunny/windy,2,3,T6,Establishment,Horiba,17.62,8.24,0,,
1/10/2020,18:00,Sunset,Fine,2,1,T7,Establishment,Hach,,,,8.99,93.4
1/10/2020,18:00,Sunset,Fine,2,1,T7,Establishment,Hach,,,,8.87,91.9
2/10/2020,6:10,Sunrise,Fine,2,1,T7,Establishment,Hach,,,,8.48,82.7
2/10/2020,6:10,Sunrise,Fine,2,2,T7,Establishment,Hach,,,,8.4,81.7
2/10/2020,10:43,Morning,Sunny/windy,2,1,T7,Establishment,Horiba,15.56,8.12,0,11.43,117.9
2/10/2020,10:43,Morning,Sunny/windy,2,2,T7,Establishment,Horiba,15.01,8.36,0,11.59,118.7
2/10/2020,10:43,Morning,Sunny/windy,2,3,T7,Establishment,Horiba,15.2,8.27,0,11.34,116.7
1/10/2020,18:00,Sunset,Fine,2,1,T8,Establishment,Hach,,,,9.3,96.7
1/10/2020,18:00,Sunset,Fine,2,1,T8,Establishment,Hach,,,,9.26,96.2
2/10/2020,6:10,Sunrise,Fine,2,1,T8,Establishment,Hach,,,,8.9,87
2/10/2020,6:10,Sunrise,Fine,2,2,T8,Establishment,Hach,,,,8.8,85.8
2/10/2020,10:43,Morning,Sunny/windy,2,1,T8,Establishment,Horiba,15.3,8.34,0,12.8,131.9
2/10/2020,10:43,Morning,Sunny/windy,2,2,T8,Establishment,Horiba,15.32,8.4,0,11.95,123.5
2/10/2020,10:43,Morning,Sunny/windy,2,3,T8,Establishment,Horiba,15.39,8.19,0,11.51,111.9
1/10/2020,18:00,Sunset,Fine,2,1,T9,Establishment,Hach,,,,9.96,103.7
1/10/2020,18:00,Sunset,Fine,2,1,T9,Establishment,Hach,,,,9.91,103.1
2/10/2020,6:10,Sunrise,Fine,2,1,T9,Establishment,Hach,,,,9.34,91.4
2/10/2020,6:10,Sunrise,Fine,2,2,T9,Establishment,Hach,,,,9.33,91.1
2/10/2020,10:43,Morning,Sunny/windy,2,1,T9,Establishment,Horiba,15.35,8.62,0,11.86,122.4
2/10/2020,10:43,Morning,Sunny/windy,2,2,T9,Establishment,Horiba,15.28,8.29,0,12.03,123.9
2/10/2020,10:43,Morning,Sunny/windy,2,3,T9,Establishment,Horiba,15.33,8.16,0,12.12,125
1/10/2020,18:00,Sunset,Fine,2,1,T10,Establishment,Hach,,,,9.72,101.8
1/10/2020,18:00,Sunset,Fine,2,1,T10,Establishment,Hach,,,,9.75,101.6
2/10/2020,6:10,Sunrise,Fine,2,1,T10,Establishment,Hach,,,,9.1,89.3
2/10/2020,6:10,Sunrise,Fine,2,2,T10,Establishment,Hach,,,,9.1,89.09
2/10/2020,11:01,Morning,Sunny/windy,2,1,T10,Establishment,Horiba,15.6,8.24,0,12.45,129.3
2/10/2020,11:01,Morning,Sunny/windy,2,2,T10,Establishment,Horiba,15.9,8.24,0,12.41,129.4
2/10/2020,11:01,Morning,Sunny/windy,2,3,T10,Establishment,Horiba,16.37,8.33,0,11.8,124.9
1/10/2020,18:00,Sunset,Fine,2,1,T11,Establishment,Hach,,,,9.25,96.6
1/10/2020,18:00,Sunset,Fine,2,1,T11,Establishment,Hach,,,,9.26,96.7
2/10/2020,6:10,Sunrise,Fine,2,1,T11,Establishment,Hach,,,,8.73,85.6
2/10/2020,6:10,Sunrise,Fine,2,2,T11,Establishment,Hach,,,,8.59,84.1
2/10/2020,11:01,Morning,Sunny/windy,2,1,T11,Establishment,Horiba,15.68,8.2,0,11.99,124.6
2/10/2020,11:01,Morning,Sunny/windy,2,2,T11,Establishment,Horiba,15.96,8.26,0,12.25,128.1
2/10/2020,11:01,Morning,Sunny/windy,2,3,T11,Establishment,Horiba,16.12,8.28,0,11.91,124.7
1/10/2020,18:00,Sunset,Fine,2,1,T12,Establishment,Hach,,,,9.8,102.3
1/10/2020,18:00,Sunset,Fine,2,1,T12,Establishment,Hach,,,,9.75,101.9
2/10/2020,6:10,Sunrise,Fine,2,1,T12,Establishment,Hach,,,,9.22,90.5
2/10/2020,6:10,Sunrise,Fine,2,2,T12,Establishment,Hach,,,,9.15,89.7
2/10/2020,11:01,Morning,Sunny/windy,2,1,T12,Establishment,Horiba,16.07,8.15,0,12.46,130.7
2/10/2020,11:01,Morning,Sunny/windy,2,2,T12,Establishment,Horiba,16.23,8.31,2.1,12.79,134.5
2/10/2020,11:01,Morning,Sunny/windy,2,3,T12,Establishment,Horiba,16.22,8.27,0,12.07,126.9
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T1,Establishment,Hach,,,,9.51,98.9
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T1,Establishment,Hach,,,,9.41,97
9/10/2020,6:45,Sunrise,Overcast/Rain,3,1,T1,Establishment,Hach,,,,8.7,83.9
9/10/2020,6:45,Sunrise,Overcast/rain,3,2,T1,Establishment,Hach,,,,8.73,82.9
9/10/2020,10:40,Morning,Overcast/rain,3,1,T1,Establishment,Horiba,13.37,7.02,1.8,,
9/10/2020,10:40,Morning,Overcast/rain,3,2,T1,Establishment,Horiba,12.88,7.29,1.7,,
9/10/2020,10:40,Morning,Overcast/rain,3,3,T1,Establishment,Horiba,12.79,7.29,1.6,,
9/10/2020,10:40,Morning,Overcast/rain,3,1,T1,Establishment,Hach,,,,9.1,87.1
9/10/2020,10:40,Morning,Overcast/rain,3,2,T1,Establishment,Hach,,,,9.09,86.9
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T2,Establishment,Hach,,,,9.05,93.9
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T2,Establishment,Hach,,,,9.04,93.1
9/10/2020,6:45,Sunrise,Overcast/Rain,3,1,T2,Establishment,Hach,,,,8.27,79.2
9/10/2020,6:45,Sunrise,Overcast/rain,3,2,T2,Establishment,Hach,,,,8.41,79.9
9/10/2020,10:40,Morning,Overcast/rain,3,1,T2,Establishment,Horiba,13.2,7.33,21,,
9/10/2020,10:40,Morning,Overcast/rain,3,2,T2,Establishment,Horiba,12.73,7.03,47,,
9/10/2020,10:40,Morning,Overcast/rain,3,3,T2,Establishment,Horiba,12.8,7.17,1.8,,
9/10/2020,10:40,Morning,Overcast/rain,3,1,T2,Establishment,Hach,,,,8.77,83.9
9/10/2020,10:40,Morning,Overcast/rain,3,2,T2,Establishment,Hach,,,,8.74,83.5
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T3,Establishment,Hach,,,,9.41,97.5
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T3,Establishment,Hach,,,,9.47,97.4
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T3,Establishment,Hach,,,,8.65,82.7
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T3,Establishment,Hach,,,,8.79,83.5
9/10/2020,10:40,Morning,Overcast/rain,3,1,T3,Establishment,Horiba,12.88,7.32,0.9,,
9/10/2020,10:40,Morning,Overcast/rain,3,2,T3,Establishment,Horiba,12.81,7.17,1,,
9/10/2020,10:40,Morning,Overcast/rain,3,3,T3,Establishment,Horiba,12.8,7.14,1.1,,
9/10/2020,10:40,Morning,Overcast/rain,3,1,T3,Establishment,Hach,,,,9.12,87.2
9/10/2020,10:40,Morning,Overcast/rain,3,2,T3,Establishment,Hach,,,,9.11,87.1
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T4,Establishment,Hach,,,,9.51,98
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T4,Establishment,Hach,,,,9.5,97.4
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T4,Establishment,Hach,,,,8.78,83.7
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T4,Establishment,Hach,,,,8.78,83.3
9/10/2020,10:40,Morning,Overcast/rain,3,1,T4,Establishment,Horiba,12.73,7.43,1.9,,
9/10/2020,10:40,Morning,Overcast/rain,3,2,T4,Establishment,Horiba,12.66,7.48,1.8,,
9/10/2020,10:40,Morning,Overcast/rain,3,3,T4,Establishment,Horiba,12.7,7.45,1.9,,
9/10/2020,10:40,Morning,Overcast/rain,3,1,T4,Establishment,Hach,,,,9.26,88.3
9/10/2020,10:40,Morning,Overcast/rain,3,2,T4,Establishment,Hach,,,,9.2,87.8
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T5,Establishment,Hach,,,,9.36,96.2
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T5,Establishment,Hach,,,,9.31,95.3
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T5,Establishment,Hach,,,,8.72,83.1
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T5,Establishment,Hach,,,,8.68,82.3
9/10/2020,10:40,Morning,Overcast/rain,3,1,T5,Establishment,Horiba,12.69,7.41,1.3,,
9/10/2020,10:40,Morning,Overcast/rain,3,2,T5,Establishment,Horiba,12.69,7.4,1.4,,
9/10/2020,10:40,Morning,Overcast/rain,3,3,T5,Establishment,Horiba,12.69,7.52,1.3,,
9/10/2020,10:40,Morning,Overcast/rain,3,1,T5,Establishment,Hach,,,,9.07,86.4
9/10/2020,10:40,Morning,Overcast/rain,3,2,T5,Establishment,Hach,,,,9.09,86.7
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T6,Establishment,Hach,,,,8.78,89.6
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T6,Establishment,Hach,,,,8.74,89.1
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T6,Establishment,Hach,,,,8.32,79.1
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T6,Establishment,Hach,,,,8.3,78.6
9/10/2020,10:40,Morning,Overcast/rain,3,1,T6,Establishment,Horiba,12.61,7.44,1,,
9/10/2020,10:40,Morning,Overcast/rain,3,2,T6,Establishment,Horiba,12.58,7.52,1.1,,
9/10/2020,10:40,Morning,Overcast/rain,3,3,T6,Establishment,Horiba,12.61,7.52,1.1,,
9/10/2020,10:40,Morning,Overcast/rain,3,1,T6,Establishment,Hach,,,,8.61,81.8
9/10/2020,10:40,Morning,Overcast/rain,3,2,T6,Establishment,Hach,,,,8.55,81.2
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T7,Establishment,Hach,,,,9.15,94.4
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T7,Establishment,Hach,,,,9.11,94.1
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T7,Establishment,Hach,,,,8.62,82.4
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T7,Establishment,Hach,,,,8.5,81
9/10/2020,11:02,Morning,Overcast/rain,3,1,T7,Establishment,Horiba,12.96,7.64,5.1,,
9/10/2020,11:02,Morning,Overcast/rain,3,2,T7,Establishment,Horiba,13.03,7.57,1,,
9/10/2020,11:02,Morning,Overcast/rain,3,3,T7,Establishment,Horiba,13.06,7.54,1.1,,
9/10/2020,11:02,Morning,Overcast/rain,3,1,T7,Establishment,Hach,,,,8.9,85.5
9/10/2020,11:02,Morning,Overcast/rain,3,2,T7,Establishment,Hach,,,,8.9,85.7
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T8,Establishment,Hach,,,,9.62,99.3
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T8,Establishment,Hach,,,,9.67,99.6
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T8,Establishment,Hach,,,,8.99,85.9
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T8,Establishment,Hach,,,,8.91,84.9
9/10/2020,11:02,Morning,Overcast/rain,3,1,T8,Establishment,Horiba,12.99,7.5,1.9,,
9/10/2020,11:02,Morning,Overcast/rain,3,2,T8,Establishment,Horiba,12.96,7.51,33.6,,
9/10/2020,11:02,Morning,Overcast/rain,3,3,T8,Establishment,Horiba,13.05,7.54,2.1,,
9/10/2020,11:02,Morning,Overcast/rain,3,1,T8,Establishment,Hach,,,,9.39,90.2
9/10/2020,11:02,Morning,Overcast/rain,3,2,T8,Establishment,Hach,,,,9.37,90.2
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T9,Establishment,Hach,,,,9.61,99.1
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T9,Establishment,Hach,,,,9.6,98.9
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T9,Establishment,Hach,,,,9.07,86.6
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T9,Establishment,Hach,,,,8.12,86.9
9/10/2020,11:02,Morning,Overcast/rain,3,1,T9,Establishment,Horiba,13,7.53,1.6,,
9/10/2020,11:02,Morning,Overcast/rain,3,2,T9,Establishment,Horiba,13.01,7.53,1.5,,
9/10/2020,11:02,Morning,Overcast/rain,3,3,T9,Establishment,Horiba,13.03,7.55,32.3,,
9/10/2020,11:02,Morning,Overcast/rain,3,1,T9,Establishment,Hach,,,,9.35,89.9
9/10/2020,11:02,Morning,Overcast/rain,3,2,T9,Establishment,Hach,,,,9.35,89.9
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T10,Establishment,Hach,,,,9.55,98.4
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T10,Establishment,Hach,,,,9.5,97.7
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T10,Establishment,Hach,,,,9.1,86.8
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T10,Establishment,Hach,,,,9.01,85.7
9/10/2020,11:12,Morning,Overcast/rain,3,1,T10,Establishment,Horiba,12.67,7.21,30.8,,
9/10/2020,11:12,Morning,Overcast/rain,3,2,T10,Establishment,Horiba,12.93,7.61,0.8,,
9/10/2020,11:12,Morning,Overcast/rain,3,3,T10,Establishment,Horiba,12.67,7.54,30.4,,
9/10/2020,11:12,Morning,Overcast/rain,3,1,T10,Establishment,Hach,,,,9.24,88.8
9/10/2020,11:12,Morning,Overcast/rain,3,2,T10,Establishment,Hach,,,,9.31,89.1
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T11,Establishment,Hach,,,,9.17,94.1
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T11,Establishment,Hach,,,,9.16,93.1
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T11,Establishment,Hach,,,,8.61,81.9
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T11,Establishment,Hach,,,,8.49,80.7
9/10/2020,11:12,Morning,Overcast/rain,3,1,T11,Establishment,Horiba,12.79,7.66,34.2,,
9/10/2020,11:12,Morning,Overcast/rain,3,2,T11,Establishment,Horiba,12.8,7.58,7,,
9/10/2020,11:12,Morning,Overcast/rain,3,3,T11,Establishment,Horiba,12.82,7.58,3.72,,
9/10/2020,11:12,Morning,Overcast/rain,3,1,T11,Establishment,Hach,,,,8.82,84.8
9/10/2020,11:12,Morning,Overcast/rain,3,2,T11,Establishment,Hach,,,,8.87,84.7
8/10/2020,18:30,Sunset,Overcast/Rain,3,1,T12,Establishment,Hach,,,,9.48,97
8/10/2020,18:30,Sunset,Overcast/Rain,3,2,T12,Establishment,Hach,,,,9.53,97.4
9/10/2020,6:51,Sunrise,Overcast/Rain,3,1,T12,Establishment,Hach,,,,9.03,85.9
9/10/2020,6:51,Sunrise,Overcast/rain,3,2,T12,Establishment,Hach,,,,9.03,85.7
9/10/2020,11:12,Morning,Overcast/rain,3,1,T12,Establishment,Horiba,12.77,7.56,1.1,,
9/10/2020,11:12,Morning,Overcast/rain,3,2,T12,Establishment,Horiba,12.76,7.55,7,,
9/10/2020,11:12,Morning,Overcast/rain,3,3,T12,Establishment,Horiba,12.65,7.49,33.8,,
9/10/2020,11:12,Morning,Overcast/rain,3,1,T12,Establishment,Hach,,,,9.16,88.8
9/10/2020,11:12,Morning,Overcast/rain,3,2,T12,Establishment,Hach,,,,9.23,88
14/10/2020,18:30,Sunset,Sunny,4,1,T1,Establishment,Hach,,,,9.41,105.3
14/10/2020,18:30,Sunset,Sunny,4,2,T1,Establishment,Hach,,,,9.12,102.8
15/10/2020,6:44,Sunrise,Fine,4,1,T1,Establishment,Hach,,,,8.26,89
15/10/2020,6:44,Sunrise,Fine,4,2,T1,Establishment,Hach,,,,8.24,88.9
15/10/2020,10:27,Morning,Overcast,4,1,T1,Establishment,Horiba,18.87,7.14,0,,
15/10/2020,10:27,Morning,Overcast,4,2,T1,Establishment,Horiba,18.77,8.5,0.5,,
15/10/2020,10:27,Morning,Overcast,4,3,T1,Establishment,Horiba,18.93,8.65,0,,
15/10/2020,10:27,Morning,Overcast,4,1,T1,Establishment,Hach,,,,9.12,98.8
15/10/2020,10:27,Morning,Overcast,4,2,T1,Establishment,Hach,,,,9.11,98.8
14/10/2020,18:30,Sunset,Sunny,4,1,T2,Establishment,Hach,,,,9.68,109.2
14/10/2020,18:30,Sunset,Sunny,4,2,T2,Establishment,Hach,,,,9.46,107.1
15/10/2020,6:44,Sunrise,Fine,4,1,T2,Establishment,Hach,,,,8.33,90.2
15/10/2020,6:44,Sunrise,Fine,4,2,T2,Establishment,Hach,,,,8.24,89.2
15/10/2020,10:27,Morning,Overcast,4,1,T2,Establishment,Horiba,19.01,7.59,0,,
15/10/2020,10:27,Morning,Overcast,4,2,T2,Establishment,Horiba,18.91,8.51,9.3,,
15/10/2020,10:27,Morning,Overcast,4,3,T2,Establishment,Horiba,19.03,8.62,0,,
15/10/2020,10:27,Morning,Overcast,4,1,T2,Establishment,Hach,,,,9.01,98
15/10/2020,10:27,Morning,Overcast,4,2,T2,Establishment,Hach,,,,8.97,97.8
14/10/2020,18:30,Sunset,Sunny,4,1,T3,Establishment,Hach,,,,9.75,110.9
14/10/2020,18:30,Sunset,Sunny,4,2,T3,Establishment,Hach,,,,9.77,111.4
15/10/2020,6:44,Sunrise,Fine,4,1,T3,Establishment,Hach,,,,8.31,90.4
15/10/2020,6:44,Sunrise,Fine,4,2,T3,Establishment,Hach,,,,8.41,91.4
15/10/2020,10:27,Morning,Overcast,4,1,T3,Establishment,Horiba,19.19,8.11,0,,
15/10/2020,10:27,Morning,Overcast,4,2,T3,Establishment,Horiba,19.17,8.65,0,,
15/10/2020,10:27,Morning,Overcast,4,3,T3,Establishment,Horiba,19.15,8.65,0,,
15/10/2020,10:27,Morning,Overcast,4,1,T3,Establishment,Hach,,,,9.04,98.7
15/10/2020,10:27,Morning,Overcast,4,2,T3,Establishment,Hach,,,,9.03,98.7
14/10/2020,18:30,Sunset,Sunny,4,1,T4,Establishment,Hach,,,,9.96,113.9
14/10/2020,18:30,Sunset,Sunny,4,2,T4,Establishment,Hach,,,,9.83,112.6
15/10/2020,6:44,Sunrise,Fine,4,1,T4,Establishment,Hach,,,,8.11,88.6
15/10/2020,6:44,Sunrise,Fine,4,2,T4,Establishment,Hach,,,,8.29,90.5
15/10/2020,10:27,Morning,Overcast,4,1,T4,Establishment,Horiba,19.25,8.23,0,,
15/10/2020,10:27,Morning,Overcast,4,2,T4,Establishment,Horiba,19.25,8.67,0,,
15/10/2020,10:27,Morning,Overcast,4,3,T4,Establishment,Horiba,19.32,8.67,0,,
15/10/2020,10:27,Morning,Overcast,4,1,T4,Establishment,Hach,,,,8.97,98.2
15/10/2020,10:27,Morning,Overcast,4,2,T4,Establishment,Hach,,,,8.92,97.8
14/10/2020,18:30,Sunset,Sunny,4,1,T5,Establishment,Hach,,,,8.59,99.2
14/10/2020,18:30,Sunset,Sunny,4,2,T5,Establishment,Hach,,,,9.81,112.8
15/10/2020,6:44,Sunrise,Fine,4,1,T5,Establishment,Hach,,,,8.25,90.8
15/10/2020,6:44,Sunrise,Fine,4,2,T5,Establishment,Hach,,,,8.38,92.1
15/10/2020,10:27,Morning,Overcast,4,1,T5,Establishment,Horiba,19.5,7.93,0,,
15/10/2020,10:27,Morning,Overcast,4,2,T5,Establishment,Horiba,19.45,8.68,0,,
15/10/2020,10:27,Morning,Overcast,4,3,T5,Establishment,Horiba,19.45,8.72,0,,
15/10/2020,10:27,Morning,Overcast,4,1,T5,Establishment,Hach,,,,8.83,97
