Date ,Time,Time_of_day,Weather,Week,Sample,Mesoccosm,Stage,Probe,Temp,pH,Turb,DO_mgL,DO_perc
3/12/2020,11:16,Morning,Sunny,11,2,T7,Exposure only,Hach,,,,8.05,88.2
2/12/2020,19:30,Sunset,Fine,11,1,T11,Exposure only,Hach,,,,7.59,92.9
2/12/2020,19:30,Sunset,Fine,11,2,T11,Exposure only,Hach,,,,7.42,90.9
3/12/2020,6:12,Sunrise,Fine,11,1,T11,Exposure only,Hach,,,,5.89,63.8
3/12/2020,6:12,Sunrise,Fine,11,2,T11,Exposure only,Hach,,,,5.83,63
3/12/2020,11:16,Morning,Sunny,11,1,T11,Exposure only,Horiba,20.87,7.76,2.7,,
3/12/2020,11:16,Morning,Sunny,11,2,T11,Exposure only,Horiba,21.02,7.77,2.6,,
3/12/2020,11:16,Morning,Sunny,11,3,T11,Exposure only,Horiba,21.16,7.74,3.1,,
3/12/2020,11:16,Morning,Sunny,11,1,T11,Exposure only,Hach,,,,6,67.8
3/12/2020,11:16,Morning,Sunny,11,2,T11,Exposure only,Hach,,,,6.27,70.9
2/12/2020,19:30,Sunset,Fine,11,1,T1,Exposure only,Hach,,,,7.56,89.3
2/12/2020,19:30,Sunset,Fine,11,2,T1,Exposure only,Hach,,,,7.49,88.7
3/12/2020,6:20,Sunrise,Fine,11,1,T1,Exposure only,Hach,,,,6.44,68.1
3/12/2020,6:20,Sunrise,Fine,11,2,T1,Exposure only,Hach,,,,6.41,67.7
3/12/2020,11:35,Morning,Sunny,11,1,T1,Exposure only,Horiba,20.87,7.72,1.5,,
3/12/2020,11:35,Morning,Sunny,11,2,T1,Exposure only,Horiba,21.04,7.6,3.5,,
3/12/2020,11:35,Morning,Sunny,11,3,T1,Exposure only,Horiba,21.15,7.55,3.4,,
3/12/2020,11:35,Morning,Sunny,11,1,T1,Exposure only,Hach,,,,6.74,74.9
3/12/2020,11:35,Morning,Sunny,11,2,T1,Exposure only,Hach,,,,6.59,73.5
2/12/2020,19:30,Sunset,Fine,11,1,T4,Exposure only,Hach,,,,10.33,124.9
2/12/2020,19:30,Sunset,Fine,11,2,T4,Exposure only,Hach,,,,10.75,103.8
3/12/2020,6:20,Sunrise,Fine,11,1,T4,Exposure only,Hach,,,,7.84,84.8
3/12/2020,6:20,Sunrise,Fine,11,2,T4,Exposure only,Hach,,,,7.82,84.5
3/12/2020,11:35,Morning,Sunny,11,1,T4,Exposure only,Horiba,21.39,8.01,1.2,,
3/12/2020,11:35,Morning,Sunny,11,2,T4,Exposure only,Horiba,21.66,7.92,1,,
3/12/2020,11:35,Morning,Sunny,11,3,T4,Exposure only,Horiba,21.37,8.21,0.5,,
3/12/2020,11:35,Morning,Sunny,11,1,T4,Exposure only,Hach,,,,8.4,95.5
3/12/2020,11:35,Morning,Sunny,11,2,T4,Exposure only,Hach,,,,8.17,92.8
2/12/2020,19:30,Sunset,Fine,11,1,T9,Exposure only,Hach,,,,8.82,105.9
2/12/2020,19:30,Sunset,Fine,11,2,T9,Exposure only,Hach,,,,8.86,106.7
3/12/2020,6:20,Sunrise,Fine,11,1,T9,Exposure only,Hach,,,,7.5,80.9
3/12/2020,6:20,Sunrise,Fine,11,2,T9,Exposure only,Hach,,,,7.56,81.4
3/12/2020,11:35,Morning,Sunny,11,1,T9,Exposure only,Horiba,22.5,7.96,1.8,,
3/12/2020,11:35,Morning,Sunny,11,2,T9,Exposure only,Horiba,22.37,7.95,2.7,,
3/12/2020,11:35,Morning,Sunny,11,3,T9,Exposure only,Horiba,22.74,8.02,4.4,,
3/12/2020,11:35,Morning,Sunny,11,1,T9,Exposure only,Hach,,,,7.9,89.9
3/12/2020,11:35,Morning,Sunny,11,2,T9,Exposure only,Hach,,,,7.79,88.7
2/12/2020,19:30,Sunset,Fine,11,1,T12,Exposure only,Hach,,,,7.59,92.2
2/12/2020,19:30,Sunset,Fine,11,2,T12,Exposure only,Hach,,,,7.66,93.4
3/12/2020,6:20,Sunrise,Fine,11,1,T12,Exposure only,Hach,,,,6.72,72.7
3/12/2020,6:20,Sunrise,Fine,11,2,T12,Exposure only,Hach,,,,6.86,74.1
3/12/2020,11:35,Morning,Sunny,11,1,T12,Exposure only,Horiba,20.26,7.81,2,,
3/12/2020,11:35,Morning,Sunny,11,2,T12,Exposure only,Horiba,20.11,7.73,7.1,,
3/12/2020,11:35,Morning,Sunny,11,3,T12,Exposure only,Horiba,20.22,7.84,1.2,,
3/12/2020,11:35,Morning,Sunny,11,1,T12,Exposure only,Hach,,,,6.7,74.5
3/12/2020,11:35,Morning,Sunny,11,2,T12,Exposure only,Hach,,,,6.94,77.1
9/12/2020,19:21,Sunset,Fine,12,1,T3,Exposure only,Hach,,,,10.35,128.1
9/12/2020,19:21,Sunset,Fine,12,2,T3,Exposure only,Hach,,,,10.12,128.1
10/12/2020,5:59,Sunrise,Overcast,12,1,T3,Exposure only,Hach,,,,7.26,81
10/12/2020,5:59,Sunrise,Overcast,12,2,T3,Exposure only,Hach,,,,7.57,84.4
10/12/2020,10:18,Morning,Cloudy,12,1,T3,Exposure only,Horiba,20.1,7.3,1.7,,
10/12/2020,10:18,Morning,Cloudy,12,2,T3,Exposure only,Horiba,19.74,7.53,4,,
10/12/2020,10:18,Morning,Cloudy,12,3,T3,Exposure only,Horiba,19.68,7.58,1.8,,
10/12/2020,10:18,Morning,Cloudy,12,1,T3,Exposure only,Hach,,,,7.57,84.3
10/12/2020,10:18,Morning,Cloudy,12,2,T3,Exposure only,Hach,,,,7.44,82.3
9/12/2020,19:21,Sunset,Fine,12,1,T6,Exposure only,Hach,,,,9.71,117.8
9/12/2020,19:21,Sunset,Fine,12,2,T6,Exposure only,Hach,,,,9.13,112.8
10/12/2020,5:59,Sunrise,Overcast,12,1,T6,Exposure only,Hach,,,,7.88,86.9
10/12/2020,5:59,Sunrise,Overcast,12,2,T6,Exposure only,Hach,,,,7.79,85.9
10/12/2020,10:18,Morning,Cloudy,12,1,T6,Exposure only,Horiba,19.03,7.7,2.3,,
10/12/2020,10:18,Morning,Cloudy,12,2,T6,Exposure only,Horiba,18.99,7.68,3,,
10/12/2020,10:18,Morning,Cloudy,12,3,T6,Exposure only,Horiba,18.85,7.54,6.8,,
10/12/2020,10:18,Morning,Cloudy,12,1,T6,Exposure only,Hach,,,,7.52,81.1
10/12/2020,10:18,Morning,Cloudy,12,2,T6,Exposure only,Hach,,,,7.55,81.2
9/12/2020,19:21,Sunset,Fine,12,1,T8,Exposure only,Hach,,,,9.52,116.3
9/12/2020,19:21,Sunset,Fine,12,2,T8,Exposure only,Hach,,,,9.59,118
10/12/2020,5:59,Sunrise,Overcast,12,1,T8,Exposure only,Hach,,,,8.28,91.5
10/12/2020,5:59,Sunrise,Overcast,12,2,T8,Exposure only,Hach,,,,81.5,89.9
10/12/2020,10:18,Morning,Cloudy,12,1,T8,Exposure only,Horiba,19.84,7.73,2,,
10/12/2020,10:18,Morning,Cloudy,12,2,T8,Exposure only,Horiba,19.59,7.63,4,,
10/12/2020,10:18,Morning,Cloudy,12,3,T8,Exposure only,Horiba,19.85,7.59,2,,
10/12/2020,10:18,Morning,Cloudy,12,1,T8,Exposure only,Hach,,,,7.98,88.5
10/12/2020,10:18,Morning,Cloudy,12,2,T8,Exposure only,Hach,,,,8.13,89.9
9/12/2020,19:21,Sunset,Fine,12,1,T10,Exposure only,Hach,,,,9.14,114.3
9/12/2020,19:21,Sunset,Fine,12,2,T10,Exposure only,Hach,,,,8.91,111
10/12/2020,5:59,Sunrise,Overcast,12,1,T10,Exposure only,Hach,,,,8,89.1
10/12/2020,5:59,Sunrise,Overcast,12,2,T10,Exposure only,Hach,,,,7.87,87.5
10/12/2020,10:18,Morning,Cloudy,12,1,T10,Exposure only,Horiba,19.87,7.69,2.4,,
10/12/2020,10:18,Morning,Cloudy,12,2,T10,Exposure only,Horiba,19.61,7.48,3.2,,
10/12/2020,10:18,Morning,Cloudy,12,3,T10,Exposure only,Horiba,19.74,7.53,1.8,,
10/12/2020,10:18,Morning,Cloudy,12,1,T10,Exposure only,Hach,,,,7.61,84.3
10/12/2020,10:18,Morning,Cloudy,12,2,T10,Exposure only,Hach,,,,7.66,84.7
9/12/2020,19:21,Sunset,Fine,12,1,T2,Exposure only,Hach,,,,10.85,135.1
9/12/2020,19:21,Sunset,Fine,12,2,T2,Exposure only,Hach,,,,10.45,131.4
10/12/2020,6:05,Sunrise,Overcast,12,1,T2,Exposure only,Hach,,,,8.05,89.1
10/12/2020,6:05,Sunrise,Overcast,12,2,T2,Exposure only,Hach,,,,7.91,87.5
10/12/2020,10:18,Morning,Cloudy,12,1,T2,Exposure only,Horiba,20.09,7.86,1.2,,
10/12/2020,10:18,Morning,Cloudy,12,2,T2,Exposure only,Horiba,20.11,7.86,1.3,,
10/12/2020,10:18,Morning,Cloudy,12,3,T2,Exposure only,Horiba,20.03,7.93,3.1,,
10/12/2020,10:18,Morning,Cloudy,12,1,T2,Exposure only,Hach,,,,8.18,90.1
10/12/2020,10:18,Morning,Cloudy,12,2,T2,Exposure only,Hach,,,,8.13,89.6
9/12/2020,19:21,Sunset,Fine,12,1,T5,Exposure only,Hach,,,,10.18,127.8
9/12/2020,19:21,Sunset,Fine,12,2,T5,Exposure only,Hach,,,,10.12,127.2
10/12/2020,6:05,Sunrise,Overcast,12,1,T5,Exposure only,Hach,,,,7.71,85.4
10/12/2020,6:05,Sunrise,Overcast,12,2,T5,Exposure only,Hach,,,,7.54,83.5
10/12/2020,10:18,Morning,Cloudy,12,1,T5,Exposure only,Horiba,19.44,7.83,4.2,,
10/12/2020,10:18,Morning,Cloudy,12,2,T5,Exposure only,Horiba,19.4,7.73,5.6,,
10/12/2020,10:18,Morning,Cloudy,12,3,T5,Exposure only,Horiba,19.4,7.7,2.4,,
10/12/2020,10:18,Morning,Cloudy,12,1,T5,Exposure only,Hach,,,,7.62,82.9
10/12/2020,10:18,Morning,Cloudy,12,2,T5,Exposure only,Hach,,,,7.6,82.5
9/12/2020,19:21,Sunset,Fine,12,1,T7,Exposure only,Hach,,,,10.24,123
9/12/2020,19:21,Sunset,Fine,12,2,T7,Exposure only,Hach,,,,10.06,120.9
10/12/2020,6:05,Sunrise,Overcast,12,1,T7,Exposure only,Hach,,,,8.78,95.7
10/12/2020,6:05,Sunrise,Overcast,12,2,T7,Exposure only,Hach,,,,8.62,93.9
10/12/2020,10:18,Morning,Cloudy,12,1,T7,Exposure only,Horiba,19.45,7.91,6.7,,
10/12/2020,10:18,Morning,Cloudy,12,2,T7,Exposure only,Horiba,19.69,8.21,4.8,,
10/12/2020,10:18,Morning,Cloudy,12,3,T7,Exposure only,Horiba,19.78,8.23,8.9,,
10/12/2020,10:18,Morning,Cloudy,12,1,T7,Exposure only,Hach,,,,8.61,94.4
10/12/2020,10:18,Morning,Cloudy,12,2,T7,Exposure only,Hach,,,,8.85,96.9
9/12/2020,19:21,Sunset,Fine,12,1,T11,Exposure only,Hach,,,,8.97,111.6
9/12/2020,19:21,Sunset,Fine,12,2,T11,Exposure only,Hach,,,,9.07,113.3
10/12/2020,6:05,Sunrise,Overcast,12,1,T11,Exposure only,Hach,,,,7.04,77.9
10/12/2020,6:05,Sunrise,Overcast,12,2,T11,Exposure only,Hach,,,,6.98,77.3
10/12/2020,10:18,Morning,Cloudy,12,1,T11,Exposure only,Horiba,19.74,7.95,2.5,,
10/12/2020,10:18,Morning,Cloudy,12,2,T11,Exposure only,Horiba,19.69,7.77,3.4,,
10/12/2020,10:18,Morning,Cloudy,12,3,T11,Exposure only,Horiba,19.71,7.6,2.4,,
10/12/2020,10:18,Morning,Cloudy,12,1,T11,Exposure only,Hach,,,,6.93,76.5
10/12/2020,10:18,Morning,Cloudy,12,2,T11,Exposure only,Hach,,,,7.09,78.3
9/12/2020,19:21,Sunset,Fine,12,1,T1,Exposure only,Hach,,,,7.63,94.3
9/12/2020,19:21,Sunset,Fine,12,2,T1,Exposure only,Hach,,,,7.59,94.3
10/12/2020,6:15,Sunrise,Overcast,12,1,T1,Exposure only,Hach,,,,6.03,66.2
10/12/2020,6:15,Sunrise,Overcast,12,2,T1,Exposure only,Hach,,,,6.05,66.4
10/12/2020,10:39,Morning,Cloudy,12,1,T1,Exposure only,Horiba,20.18,7.64,1.8,,
10/12/2020,10:39,Morning,Cloudy,12,2,T1,Exposure only,Horiba,20.23,7.52,2.3,,
10/12/2020,10:39,Morning,Cloudy,12,3,T1,Exposure only,Horiba,20.32,7.4,2.9,,
10/12/2020,10:39,Morning,Cloudy,12,1,T1,Exposure only,Hach,,,,6.17,68.3
10/12/2020,10:39,Morning,Cloudy,12,2,T1,Exposure only,Hach,,,,6.04,67
9/12/2020,19:21,Sunset,Fine,12,1,T4,Exposure only,Hach,,,,10.05,126.5
9/12/2020,19:21,Sunset,Fine,12,2,T4,Exposure only,Hach,,,,9.74,122.7
10/12/2020,6:15,Sunrise,Overcast,12,1,T4,Exposure only,Hach,,,,7.33,81.2
10/12/2020,6:15,Sunrise,Overcast,12,2,T4,Exposure only,Hach,,,,7.1,78.8
10/12/2020,10:39,Morning,Cloudy,12,1,T4,Exposure only,Horiba,19.89,7.8,0.4,,
10/12/2020,10:39,Morning,Cloudy,12,2,T4,Exposure only,Horiba,20.04,7.99,3.4,,
10/12/2020,10:39,Morning,Cloudy,12,3,T4,Exposure only,Horiba,20.07,8.08,0.9,,
10/12/2020,10:39,Morning,Cloudy,12,1,T4,Exposure only,Hach,,,,7.18,80
10/12/2020,10:39,Morning,Cloudy,12,2,T4,Exposure only,Hach,,,,7.21,80.1
9/12/2020,19:21,Sunset,Fine,12,1,T9,Exposure only,Hach,,,,9.89,123
9/12/2020,19:21,Sunset,Fine,12,2,T9,Exposure only,Hach,,,,9.79,121.7
10/12/2020,6:15,Sunrise,Overcast,12,1,T9,Exposure only,Hach,,,,8.1,89.4
10/12/2020,6:15,Sunrise,Overcast,12,2,T9,Exposure only,Hach,,,,8.21,90.6
10/12/2020,10:39,Morning,Cloudy,12,1,T9,Exposure only,Horiba,20.36,7.87,2,,
10/12/2020,10:39,Morning,Cloudy,12,2,T9,Exposure only,Horiba,20.36,7.68,2.1,,
10/12/2020,10:39,Morning,Cloudy,12,3,T9,Exposure only,Horiba,20.61,7.74,3.4,,
10/12/2020,10:39,Morning,Cloudy,12,1,T9,Exposure only,Hach,,,,8.32,92.9
10/12/2020,10:39,Morning,Cloudy,12,2,T9,Exposure only,Hach,,,,8.2,91.9
9/12/2020,19:21,Sunset,Fine,12,1,T12,Exposure only,Hach,,,,8.79,111.1
9/12/2020,19:21,Sunset,Fine,12,2,T12,Exposure only,Hach,,,,8.71,110.3
10/12/2020,6:15,Sunrise,Overcast,12,1,T12,Exposure only,Hach,,,,7.27,81
10/12/2020,6:15,Sunrise,Overcast,12,2,T12,Exposure only,Hach,,,,6.82,76
10/12/2020,10:39,Morning,Cloudy,12,1,T12,Exposure only,Horiba,19.44,7.7,3,,
10/12/2020,10:39,Morning,Cloudy,12,2,T12,Exposure only,Horiba,19.47,7.5,1.3,,
10/12/2020,10:39,Morning,Cloudy,12,3,T12,Exposure only,Horiba,19.4,7.47,2.4,,
10/12/2020,10:39,Morning,Cloudy,12,1,T12,Exposure only,Hach,,,,7.18,78.6
10/12/2020,10:39,Morning,Cloudy,12,2,T12,Exposure only,Hach,,,,7.18,78.5
16/12/2020,19:31,Sunset,Fine,13,1,T3,Exposure only,Hach,,,,8.22,104.4
16/12/2020,19:31,Sunset,Fine,13,2,T3,Exposure only,Hach,,,,8.34,106
17/12/2020,6:11,Sunrise,Overcast,13,1,T3,Exposure only,Hach,,,,6.17,71.9
17/12/2020,6:11,Sunrise,Overcast,13,2,T3,Exposure only,Hach,,,,6.17,72.2
17/12/2020,10:45,Morning,Cloudy,13,1,T3,Exposure only,Horiba,22.31,5.24,11,,
17/12/2020,10:45,Morning,Cloudy,13,2,T3,Exposure only,Horiba,21.94,7.4,11.8,,
17/12/2020,10:45,Morning,Cloudy,13,3,T3,Exposure only,Horiba,21.75,7.18,11.9,,
17/12/2020,10:45,Morning,Cloudy,13,1,T3,Exposure only,Hach,,,,5.92,68.5
17/12/2020,10:45,Morning,Cloudy,13,2,T3,Exposure only,Hach,,,,5.86,67.9
16/12/2020,19:31,Sunset,Fine,13,1,T6,Exposure only,Hach,,,,7.6,95.8
16/12/2020,19:31,Sunset,Fine,13,2,T6,Exposure only,Hach,,,,7.56,95.5
17/12/2020,6:11,Sunrise,Overcast,13,1,T6,Exposure only,Hach,,,,6.22,72.6
17/12/2020,6:11,Sunrise,Overcast,13,2,T6,Exposure only,Hach,,,,6.1,71.3
17/12/2020,10:45,Morning,Cloudy,13,1,T6,Exposure only,Horiba,22.71,7.6,44.2,,
17/12/2020,10:45,Morning,Cloudy,13,2,T6,Exposure only,Horiba,22.33,7.65,2.1,,
17/12/2020,10:45,Morning,Cloudy,13,3,T6,Exposure only,Horiba,22.2,7.46,2,,
17/12/2020,10:45,Morning,Cloudy,13,1,T6,Exposure only,Hach,,,,5.81,70.2
17/12/2020,10:45,Morning,Cloudy,13,2,T6,Exposure only,Hach,,,,5.81,68.8
16/12/2020,19:31,Sunset,Fine,13,1,T8,Exposure only,Hach,,,,7.48,95.4
16/12/2020,19:31,Sunset,Fine,13,2,T8,Exposure only,Hach,,,,7.64,97.6
17/12/2020,6:11,Sunrise,Overcast,13,1,T8,Exposure only,Hach,,,,6.28,73.9
17/12/2020,6:11,Sunrise,Overcast,13,2,T8,Exposure only,Hach,,,,6.23,73.4
17/12/2020,10:45,Morning,Cloudy,13,1,T8,Exposure only,Horiba,23.74,6.63,,,
17/12/2020,10:45,Morning,Cloudy,13,2,T8,Exposure only,Horiba,25.06,7.17,,,
17/12/2020,10:45,Morning,Cloudy,13,3,T8,Exposure only,Horiba,25.05,6.95,,,
17/12/2020,10:45,Morning,Cloudy,13,1,T8,Exposure only,Hach,,,,6.35,77.9
17/12/2020,10:45,Morning,Cloudy,13,2,T8,Exposure only,Hach,,,,6.36,77.6
16/12/2020,19:31,Sunset,Fine,13,1,T10,Exposure only,Hach,,,,6.57,84.7
16/12/2020,19:31,Sunset,Fine,13,2,T10,Exposure only,Hach,,,,6.92,89
17/12/2020,6:11,Sunrise,Overcast,13,1,T10,Exposure only,Hach,,,,5.65,66.7
17/12/2020,6:11,Sunrise,Overcast,13,2,T10,Exposure only,Hach,,,,5.16,61
17/12/2020,10:45,Morning,Cloudy,13,1,T10,Exposure only,Horiba,25.42,6.87,,,
17/12/2020,10:45,Morning,Cloudy,13,2,T10,Exposure only,Horiba,24.94,7,,,
17/12/2020,10:45,Morning,Cloudy,13,3,T10,Exposure only,Horiba,24.69,6.95,,,
17/12/2020,10:45,Morning,Cloudy,13,1,T10,Exposure only,Hach,,,,5.66,68.9
17/12/2020,10:45,Morning,Cloudy,13,2,T10,Exposure only,Hach,,,,5.52,66.8
16/12/2020,19:31,Sunset,Fine,13,1,T2,Exposure only,Hach,,,,8.07,102.2
16/12/2020,19:31,Sunset,Fine,13,2,T2,Exposure only,Hach,,,,8.09,102.8
17/12/2020,6:20,Sunrise,Overcast,13,1,T2,Exposure only,Hach,,,,6.21,72.7
17/12/2020,6:20,Sunrise,Overcast,13,2,T2,Exposure only,Hach,,,,6.09,71.3
17/12/2020,10:45,Morning,Cloudy,13,1,T2,Exposure only,Horiba,25.47,6.73,31.8,,
17/12/2020,10:45,Morning,Cloudy,13,2,T2,Exposure only,Horiba,25.44,7.25,3,,
17/12/2020,10:45,Morning,Cloudy,13,3,T2,Exposure only,Horiba,25.14,7.08,10.7,,
17/12/2020,10:45,Morning,Cloudy,13,1,T2,Exposure only,Hach,,,,6.21,75.9
17/12/2020,10:45,Morning,Cloudy,13,2,T2,Exposure only,Hach,,,,6.36,77.5
16/12/2020,19:31,Sunset,Fine,13,1,T5,Exposure only,Hach,,,,8.13,103
16/12/2020,19:31,Sunset,Fine,13,2,T5,Exposure only,Hach,,,,8.26,103.8
17/12/2020,6:20,Sunrise,Overcast,13,1,T5,Exposure only,Hach,,,,6.02,70.7
17/12/2020,6:20,Sunrise,Overcast,13,2,T5,Exposure only,Hach,,,,5.82,68.3
17/12/2020,10:45,Morning,Cloudy,13,1,T5,Exposure only,Horiba,24.6,6.76,24,,
17/12/2020,10:45,Morning,Cloudy,13,2,T5,Exposure only,Horiba,23.06,6.95,11.5,,
17/12/2020,10:45,Morning,Cloudy,13,3,T5,Exposure only,Horiba,22.82,6.9,21.9,,
17/12/2020,10:45,Morning,Cloudy,13,1,T5,Exposure only,Hach,,,,5.62,66.6
17/12/2020,10:45,Morning,Cloudy,13,2,T5,Exposure only,Hach,,,,5.68,66.7
16/12/2020,19:31,Sunset,Fine,13,1,T7,Exposure only,Hach,,,,8.68,106.7
16/12/2020,19:31,Sunset,Fine,13,2,T7,Exposure only,Hach,,,,8.59,106.5
17/12/2020,6:20,Sunrise,Overcast,13,1,T7,Exposure only,Hach,,,,6.78,79
17/12/2020,6:20,Sunrise,Overcast,13,2,T7,Exposure only,Hach,,,,6.79,79.2
17/12/2020,10:45,Morning,Cloudy,13,1,T7,Exposure only,Horiba,24.02,6.93,13.5,,
17/12/2020,10:45,Morning,Cloudy,13,2,T7,Exposure only,Horiba,25.39,7.35,1.1,,
17/12/2020,10:45,Morning,Cloudy,13,3,T7,Exposure only,Horiba,25.44,7.18,33.3,,
17/12/2020,10:45,Morning,Cloudy,13,1,T7,Exposure only,Hach,,,,7.18,87.9
17/12/2020,10:45,Morning,Cloudy,13,2,T7,Exposure only,Hach,,,,7.24,88.8
16/12/2020,19:31,Sunset,Fine,13,1,T11,Exposure only,Hach,,,,6.63,84.5
16/12/2020,19:31,Sunset,Fine,13,2,T11,Exposure only,Hach,,,,6.8,87
17/12/2020,6:20,Sunrise,Overcast,13,1,T11,Exposure only,Hach,,,,5.33,62.6
17/12/2020,6:20,Sunrise,Overcast,13,2,T11,Exposure only,Hach,,,,5.07,59.5
17/12/2020,10:45,Morning,Cloudy,13,1,T11,Exposure only,Horiba,25.23,7.13,18.3,,
17/12/2020,10:45,Morning,Cloudy,13,2,T11,Exposure only,Horiba,24.33,6.99,4.3,,
17/12/2020,10:45,Morning,Cloudy,13,3,T11,Exposure only,Horiba,24.45,6.88,3.2,,
17/12/2020,10:45,Morning,Cloudy,13,1,T11,Exposure only,Hach,,,,5.08,60.9
17/12/2020,10:45,Morning,Cloudy,13,2,T11,Exposure only,Hach,,,,5.16,61.7
16/12/2020,19:40,Sunset,Fine,13,1,T1,Exposure only,Hach,,,,5.17,65.3
16/12/2020,19:40,Sunset,Fine,13,2,T1,Exposure only,Hach,,,,5.16,65.2
17/12/2020,6:30,Sunrise,Overcast,13,1,T1,Exposure only,Hach,,,,4.18,48.5
17/12/2020,6:30,Sunrise,Overcast,13,2,T1,Exposure only,Hach,,,,4.06,47.1
17/12/2020,10:45,Morning,Cloudy,13,1,T1,Exposure only,Horiba,24.89,6.72,22,,
17/12/2020,10:45,Morning,Cloudy,13,2,T1,Exposure only,Horiba,25.38,6.88,21.7,,
17/12/2020,10:45,Morning,Cloudy,13,3,T1,Exposure only,Horiba,25.27,6.65,47.4,,
17/12/2020,10:45,Morning,Cloudy,13,1,T1,Exposure only,Hach,,,,4.53,56.2
17/12/2020,10:45,Morning,Cloudy,13,2,T1,Exposure only,Hach,,,,4.41,54.5
16/12/2020,19:40,Sunset,Fine,13,1,T4,Exposure only,Hach,,,,7.52,94.9
16/12/2020,19:40,Sunset,Fine,13,2,T4,Exposure only,Hach,,,,7.52,95.5
17/12/2020,6:30,Sunrise,Overcast,13,1,T4,Exposure only,Hach,,,,5.12,60.2
17/12/2020,6:30,Sunrise,Overcast,13,2,T4,Exposure only,Hach,,,,5.28,62
17/12/2020,10:45,Morning,Cloudy,13,1,T4,Exposure only,Horiba,25.31,6.79,8.6,,
17/12/2020,10:45,Morning,Cloudy,13,2,T4,Exposure only,Horiba,25.02,7.04,10.9,,
17/12/2020,10:45,Morning,Cloudy,13,3,T4,Exposure only,Horiba,24.77,6.85,22.6,,
17/12/2020,10:45,Morning,Cloudy,13,1,T4,Exposure only,Hach,,,,5.2,62.7
17/12/2020,10:45,Morning,Cloudy,13,2,T4,Exposure only,Hach,,,,5.28,63.7
16/12/2020,19:40,Sunset,Fine,13,1,T9,Exposure only,Hach,,,,6.9,88.4
16/12/2020,19:40,Sunset,Fine,13,2,T9,Exposure only,Hach,,,,7.09,90.9
17/12/2020,6:30,Sunrise,Overcast,13,1,T9,Exposure only,Hach,,,,5.5,64.8
17/12/2020,6:30,Sunrise,Overcast,13,2,T9,Exposure only,Hach,,,,5.24,61.6
17/12/2020,10:45,Morning,Cloudy,13,1,T9,Exposure only,Horiba,25.16,6.75,22.3,,
17/12/2020,10:45,Morning,Cloudy,13,2,T9,Exposure only,Horiba,25.9,6.74,24.9,,
17/12/2020,10:45,Morning,Cloudy,13,3,T9,Exposure only,Horiba,26.17,6.75,8.1,,
17/12/2020,10:45,Morning,Cloudy,13,1,T9,Exposure only,Hach,,,,5.66,69.6
17/12/2020,10:45,Morning,Cloudy,13,2,T9,Exposure only,Hach,,,,5.84,71.9
16/12/2020,19:40,Sunset,Fine,13,1,T12,Exposure only,Hach,,,,7.26,92.3
16/12/2020,19:40,Sunset,Fine,13,2,T12,Exposure only,Hach,,,,7.16,91
17/12/2020,6:30,Sunrise,Overcast,13,1,T12,Exposure only,Hach,,,,5.7,66.6
17/12/2020,6:30,Sunrise,Overcast,13,2,T12,Exposure only,Hach,,,,5.87,68.6
17/12/2020,10:45,Morning,Cloudy,13,1,T12,Exposure only,Horiba,25.16,6.75,32.7,,
17/12/2020,10:45,Morning,Cloudy,13,2,T12,Exposure only,Horiba,23.87,6.79,12,,
17/12/2020,10:45,Morning,Cloudy,13,3,T12,Exposure only,Horiba,23.31,6.74,2.8,,
17/12/2020,10:45,Morning,Cloudy,13,1,T12,Exposure only,Hach,,,,5.69,66.9
17/12/2020,10:45,Morning,Cloudy,13,2,T12,Exposure only,Hach,,,,5.66,66.4
